userId,movieId,rating,timestamp,tmdbId
1,2338,2.0,964983546,3600
1,2353,5.0,964983861,9798
1,2366,4.0,964982462,244
1,2387,5.0,964983123,10029
1,2389,2.0,964983094,11252
1,2395,5.0,964981093,11545
1,2406,4.0,964982310,9326
1,2414,3.0,964982513,11904
1,2427,5.0,964982242,8741
1,2450,4.0,964982620,10658
1,2459,5.0,964983414,30497
1,2470,5.0,964982588,9671
1,2478,4.0,964984169,8388
1,2492,4.0,965719662,111794
1,2502,5.0,964981278,1542
1,2528,3.0,964982328,10803
1,2529,5.0,964982242,871
1,2542,5.0,964981265,100
1,2571,5.0,964981888,603
1,2580,5.0,964983000,9430
1,2596,5.0,964981144,6396
1,2616,4.0,964983080,8592
1,2617,2.0,964982588,564
1,2628,4.0,964980523,1893
1,2640,4.0,964982377,1924
1,2641,5.0,964982620,8536
1,2644,4.0,964983393,138
1,2648,4.0,964983414,3035
1,2654,5.0,964983393,13666
1,2657,3.0,964983426,36685
1,2692,5.0,964981855,104
1,2700,5.0,964980985,9473
1,2716,5.0,964983414,620
1,2761,5.0,964982703,10386
1,2797,4.0,964981710,2280
1,2826,4.0,964980523,1911
1,2858,5.0,964980868,14
1,2872,5.0,964981680,11527
1,2899,5.0,964982703,42518
1,2916,4.0,964982290,861
1,2944,5.0,964981872,1654
1,2947,5.0,964982176,658
1,2948,5.0,964982191,657
1,2949,5.0,964981888,646
1,2959,5.0,964983282,550
1,2985,4.0,964983034,5548
1,2987,5.0,964982495,856
1,2991,5.0,964982271,253
1,2993,5.0,964982242,660
1,2997,4.0,964980896,492
1,3033,5.0,964983762,957
1,3034,5.0,964982791,11886
1,3052,5.0,964981208,1832
1,3053,5.0,964984086,10047
1,3062,4.0,964981872,9289
1,3147,5.0,964983873,497
1,3168,4.0,964982495,624
1,3176,1.0,964983504,1213
1,3243,3.0,964981093,10406
1,3247,3.0,964983108,2005
1,3253,5.0,964981107,8872
1,3273,5.0,964983536,4234
1,3386,5.0,964983484,820
1,3439,4.0,964981799,1497
1,3440,4.0,964981799,1499
1,3441,5.0,964982328,1880
1,3448,5.0,964984054,801
1,3450,5.0,964981144,11520
1,3479,4.0,964981725,526
1,3489,4.0,964981775,879
1,3527,4.0,964982271,106
1,3578,5.0,964980668,98
1,3617,4.0,964980683,9285
1,3639,4.0,964982271,682
1,3671,5.0,964981589,11072
1,3702,5.0,964983737,9659
1,3703,5.0,964981909,8810
1,3729,5.0,964982363,482
1,3740,4.0,964982417,6978
1,3744,4.0,964980694,479
1,3793,5.0,964981855,36657
1,3809,4.0,964981220,10276
1,4006,4.0,964982903,1857
1,5060,5.0,964984002,651
2,318,3.0,1445714835,278
2,333,4.0,1445715029,11381
2,1704,4.5,1445715228,489
2,3578,4.0,1445714885,98
2,6874,4.0,1445714952,24
2,8798,3.5,1445714960,1538
2,46970,4.0,1445715013,9718
2,48516,4.0,1445715064,1422
2,58559,4.5,1445715141,155
2,60756,5.0,1445714980,12133
2,68157,4.5,1445715154,16869
2,71535,3.0,1445714974,19908
2,74458,4.0,1445714926,11324
2,77455,3.0,1445714941,39452
2,79132,4.0,1445714841,27205
2,80489,4.5,1445715340,23168
2,80906,5.0,1445715172,44639
2,86345,4.0,1445715166,45523
2,89774,5.0,1445715189,59440
2,91529,3.5,1445714891,49026
2,91658,2.5,1445714938,65754
2,99114,3.5,1445714874,68718
2,106782,5.0,1445714966,106646
2,109487,3.0,1445715145,157336
2,112552,4.0,1445714882,244786
2,114060,2.0,1445715276,154400
2,115713,3.5,1445714854,264660
2,122882,5.0,1445715272,76341
2,131724,5.0,1445714851,321640
3,31,0.5,1306463578,9909
3,527,0.5,1306464275,424
3,647,0.5,1306463619,10684
3,688,0.5,1306464228,27281
3,720,0.5,1306463595,503475
3,849,5.0,1306463611,10061
3,914,0.5,1306463567,11113
3,1093,0.5,1306463627,10537
3,1124,0.5,1306464216,11816
3,1263,0.5,1306463569,11778
3,1272,0.5,1306463624,11202
3,1275,3.5,1306463323,8009
3,1302,0.5,1306464189,2323
3,1371,3.0,1306463561,152
3,1587,4.5,1306464003,9387
3,2018,0.5,1306464175,3170
3,2080,0.5,1306463572,10340
3,2090,0.5,1306464261,11319
3,2105,2.0,1306463559,97
3,2288,4.0,1306463631,1091
3,2424,0.5,1306464293,9489
3,3024,4.5,1306464054,24831
3,3210,0.5,1306463638,13342
3,3703,5.0,1306463603,8810
3,3949,0.5,1306464245,641
3,4518,5.0,1306463770,11347
3,5048,0.5,1306464284,11888
3,5181,5.0,1306463718,54287
3,5746,5.0,1306463708,28893
3,5764,4.5,1306464021,21874
3,5919,5.0,1306463825,38849
3,6238,0.5,1306464204,12157
3,6835,5.0,1306463670,39916
3,7899,4.5,1306464036,49636
3,7991,5.0,1306463684,13282
3,26409,4.5,1306463993,98851
3,70946,5.0,1306463815,26914
3,72378,0.5,1306464164,14161
4,21,3.0,986935199,8012
4,32,2.0,945173447,63
4,45,3.0,986935047,577
4,47,2.0,945173425,807
4,52,3.0,964622786,11448
4,58,3.0,964538444,11010
4,106,4.0,986848784,11907
4,125,5.0,964622758,2074
4,126,1.0,986848920,27793
4,162,5.0,945078571,26564
4,171,3.0,945078428,17447
4,176,5.0,964622565,9071
4,190,2.0,945079259,32646
4,215,5.0,945079078,76
4,222,1.0,945629040,22625
4,232,5.0,964622684,10451
4,235,2.0,945173513,522
4,247,3.0,986848894,1024
4,260,5.0,945079259,11
4,265,5.0,964538468,18183
4,296,1.0,945173350,680
4,319,5.0,945079182,9905
4,342,5.0,964538500,236
4,345,4.0,945629063,2759
4,348,4.0,964622786,11382
4,351,3.0,986934901,10464
4,357,3.0,964623306,712
4,368,4.0,945078690,9359
4,417,2.0,945078467,16771
4,441,1.0,986934915,9571
4,450,2.0,986848828,16297
4,457,5.0,945079259,5503
4,475,5.0,945174290,7984
4,492,5.0,945079872,10440
4,509,1.0,945079106,713
4,538,5.0,945078636,23210
4,539,1.0,964538832,858
4,553,2.0,945079301,11969
4,588,4.0,945079670,812
4,593,5.0,964539986,274
4,595,3.0,986848609,10020
4,599,2.0,945078587,576
4,608,5.0,964540008,275
4,648,3.0,945079906,954
4,708,4.0,986935230,8866
4,759,3.0,945078601,85778
4,800,4.0,945079106,26748
4,892,4.0,964622714,44705
4,898,5.0,964623347,981
4,899,4.0,945079653,872
4,902,4.0,945078446,164
4,904,4.0,945079837,567
4,908,5.0,945173902,213
4,910,5.0,945173989,239
4,912,5.0,945173902,289
4,914,5.0,945079670,11113
4,919,5.0,945079521,630
4,920,5.0,945173602,770
4,930,5.0,964538571,303
4,937,3.0,986849085,18299
4,1025,4.0,945079232,9078
4,1046,5.0,945173654,10938
4,1057,3.0,964540578,9716
4,1060,2.0,986934819,10218
4,1073,4.0,945079483,252
4,1077,5.0,945173692,11561
4,1079,2.0,945078946,623
4,1080,5.0,986934696,583
4,1084,5.0,945079259,475
4,1086,5.0,964539723,521
4,1094,3.0,964538500,11386
4,1103,5.0,964539723,221
4,1136,5.0,986934625,762
4,1179,4.0,964539180,18129
4,1183,1.0,964778513,409
4,1188,5.0,964538500,10409
4,1196,5.0,964538763,1891
4,1197,5.0,964538763,2493
4,1198,3.0,964538728,85
4,1199,2.0,945078967,68
4,1203,5.0,945174025,389
4,1211,1.0,964539205,144
4,1213,4.0,945079729,769
4,1219,4.0,964539961,539
4,1225,4.0,964539326,279
4,1250,5.0,945174008,826
4,1259,4.0,964538728,235
4,1265,4.0,964622684,137
4,1266,4.0,986849037,33
4,1279,2.0,986934832,339
4,1282,5.0,945079653,756
4,1283,5.0,945078690,288
4,1288,4.0,945079653,11031
4,1291,4.0,964538763,89
4,1304,3.0,945078467,642
4,1391,1.0,945173766,75
4,1449,5.0,945079767,16448
4,1466,4.0,945173492,9366
4,1500,4.0,964622830,9434
4,1517,4.0,945079790,816
4,1580,3.0,986935244,607
4,1597,1.0,945079906,8834
4,1617,2.0,945079837,2118
4,1641,4.0,964622758,9427
4,1704,1.0,945629015,489
4,1719,4.0,945079956,10217
4,1732,4.0,945079889,115
4,1733,5.0,945079143,26941
4,1734,3.0,964539357,27103
4,1834,5.0,945174134,29193
4,1860,2.0,986849001,17139
4,1883,4.0,964622642,9452
4,1885,3.0,964622617,9844
4,1892,2.0,964539431,1965
4,1895,4.0,945629179,15037
4,1907,3.0,964540505,10674
4,1914,4.0,964622714,20862
4,1916,1.0,986934786,9464
4,1923,3.0,986934870,544
4,1947,5.0,945079653,1725
4,1966,2.0,964622684,15389
4,1967,5.0,945078967,13597
4,1968,4.0,986934786,2108
4,2019,2.0,945078690,346
4,2076,4.0,945079052,793
4,2078,5.0,945079521,9325
4,2109,4.0,986935016,6471
4,2145,3.0,986935328,11522
4,2150,5.0,986934738,8393
4,2174,5.0,964539855,4011
4,2186,5.0,945174008,845
4,2203,4.0,945079729,21734
4,2204,5.0,964540008,31997
4,2282,1.0,945629238,11855
4,2324,1.0,964622590,637
4,2336,2.0,964538964,4518
4,2351,4.0,945078467,19426
4,2359,4.0,964622590,10162
4,2390,5.0,945079164,8545
4,2395,3.0,964623306,11545
4,2406,4.0,986935302,9326
4,2467,4.0,945079858,192
4,2571,1.0,945173385,603
4,2583,5.0,945078863,9465
4,2599,5.0,964622684,9451
4,2628,1.0,986848894,1893
4,2683,4.0,945079790,817
4,2692,5.0,945079013,104
4,2712,2.0,945078542,345
4,2762,4.0,964539986,745
4,2763,1.0,964778621,913
4,2770,2.0,945173553,11353
4,2791,5.0,964539628,813
4,2843,5.0,945078814,1075
4,2858,5.0,964539140,14
4,2874,4.0,986935016,40867
4,2921,4.0,945078708,11901
4,2926,5.0,986934870,11054
4,2959,2.0,945078528,550
4,2973,2.0,945078946,11562
4,2997,4.0,986848610,492
4,3033,4.0,986936200,957
4,3044,5.0,945079920,11498
4,3060,4.0,986934884,11663
4,3079,3.0,964778197,10399
4,3083,5.0,964622487,99
4,3160,4.0,964539121,334
4,3175,1.0,964538930,926
4,3176,4.0,964539771,1213
4,3204,4.0,964539828,16241
4,3255,4.0,964623306,11287
4,3317,4.0,986934498,11004
4,3358,3.0,964622758,12186
4,3365,5.0,964538329,3114
4,3386,4.0,964539395,820
4,3408,4.0,986849238,462
4,3481,2.0,964538243,243
4,3489,1.0,986848908,879
4,3508,5.0,964538351,10747
4,3538,2.0,986849212,10557
4,3591,1.0,986935199,13105
4,3788,3.0,964539085,1052
4,3809,3.0,986936207,10276
4,3851,5.0,986849180,38548
4,3897,4.0,986934465,786
4,3911,3.0,986849149,13785
4,3967,4.0,986849164,71
4,3996,4.0,986849130,146
4,4002,3.0,986934819,2609
4,4014,1.0,986849254,392
4,4020,3.0,986848856,2046
4,4021,4.0,986849180,5001
4,4027,3.0,986849201,134
4,4029,3.0,986849226,21991
4,4033,4.0,986849149,11973
4,4034,5.0,986848753,1900
4,4074,3.0,986848665,10499
4,4121,4.0,986934901,2614
4,4144,3.0,986848685,843
4,4166,3.0,986848700,19513
4,4226,2.0,1007569424,77
4,4239,5.0,986848685,4133
4,4246,4.0,1007574542,634
4,4252,3.0,1007569465,13898
4,4260,2.0,1007569424,70282
4,4273,4.0,1007574470,4973
4,4308,1.0,1007569465,824
4,4347,4.0,1007569586,29937
4,4381,3.0,1007574509,11444
4,4641,1.0,1007569586,1548
4,4741,3.0,1007574532,742
4,4765,5.0,1007569445,18734
4,4881,3.0,1007569445,10778
4,4896,4.0,1007574532,671
4,4902,4.0,1007569465,1433
4,4967,5.0,1007569424,8342
5,1,4.0,847434962,862
5,21,4.0,847435238,8012
5,34,4.0,847434881,9598
5,36,4.0,847435292,687
5,39,3.0,847434961,9603
5,50,4.0,847434881,629
5,58,5.0,847435238,11010
5,110,4.0,847434880,197
5,150,3.0,847434748,568
5,153,3.0,847434802,414
5,232,4.0,847435292,10451
5,247,5.0,847435337,1024
5,253,3.0,847435292,628
5,261,4.0,847435238,9587
5,265,3.0,847435129,18183
5,266,1.0,847435311,4476
5,290,5.0,847435311,527
5,296,5.0,847434748,680
5,300,3.0,847435337,11450
5,316,2.0,847434832,2164
5,318,3.0,847434880,278
5,344,3.0,847434802,3049
5,349,3.0,847434832,9331
5,357,2.0,847435238,712
5,364,3.0,847434882,8587
5,367,4.0,847435129,854
5,380,2.0,847434748,36955
5,410,3.0,847435292,2758
5,457,4.0,847434801,5503
5,474,4.0,847435337,9386
5,475,5.0,847435311,7984
5,515,3.0,847435129,1245
5,527,5.0,847434960,424
5,531,4.0,847435258,11236
5,534,3.0,847435311,10445
5,588,4.0,847434801,812
5,589,3.0,847435258,280
5,590,5.0,847434747,581
5,592,3.0,847434747,268
5,594,5.0,847435238,408
5,595,5.0,847434832,10020
5,596,5.0,847435292,10895
5,597,3.0,847434962,114
5,608,3.0,847435258,275
6,2,4.0,845553522,8844
6,3,5.0,845554296,15602
6,4,3.0,845554349,31357
6,5,5.0,845553938,11862
6,6,4.0,845553757,949
6,7,4.0,845554264,11860
6,8,3.0,845555281,45325
6,10,3.0,845553253,710
6,11,4.0,845553489,9087
6,13,3.0,845555588,21032
6,15,4.0,845554505,1408
6,16,4.0,845553819,524
6,17,4.0,845553559,4584
6,19,2.0,845553382,9273
6,21,2.0,845553382,8012
6,22,5.0,845553875,1710
6,24,4.0,845554397,12665
6,25,3.0,845553695,451
6,26,4.0,845555362,16420
6,27,3.0,845555402,9263
6,31,3.0,845553819,9909
6,32,4.0,845553426,63
6,34,4.0,845553354,9598
6,36,5.0,845553726,687
6,41,4.0,845554962,31174
6,43,4.0,845555607,35196
6,45,3.0,845553907,577
6,46,4.0,845554551,11861
6,47,4.0,845553317,807
6,50,1.0,845553381,629
6,54,4.0,845555402,26441
6,60,4.0,845554263,11359
6,61,4.0,845555454,17182
6,62,4.0,845553660,2054
6,65,3.0,845555070,9536
6,66,3.0,845555151,11525
6,76,4.0,845555317,9102
6,79,3.0,845554907,9623
6,86,5.0,845556131,10534
6,87,3.0,845555300,17414
6,88,2.0,845555694,13997
6,89,4.0,845555124,2086
6,92,4.0,845555454,9095
6,93,4.0,845554584,12158
6,95,4.0,845553559,9208
6,100,3.0,845555151,11062
6,102,1.0,845555436,47475
6,104,4.0,845554349,9614
6,105,3.0,845553757,688
6,110,5.0,845553283,197
6,112,4.0,845553994,33542
6,113,3.0,845556257,43566
6,126,3.0,845555342,27793
6,135,3.0,845554987,9101
6,140,3.0,845555024,9302
6,141,4.0,845553586,11000
6,145,4.0,845553966,9737
6,146,4.0,845555607,30765
6,150,4.0,845553110,568
6,151,4.0,845553586,11780
6,153,3.0,845553146,414
6,158,4.0,845553660,8839
6,159,3.0,845555006,20649
6,160,5.0,845553457,10329
6,161,3.0,845553253,8963
6,163,3.0,845553907,8068
6,165,3.0,845553146,1572
6,168,5.0,845553695,6520
6,170,3.0,845554263,10428
6,171,3.0,845555402,17447
6,174,3.0,845554479,19326
6,177,3.0,845554931,8973
6,179,1.0,845555362,47608
6,180,2.0,845555006,2293
6,181,3.0,845553938,9070
6,185,3.0,845553283,1642
6,186,3.0,845553619,11472
6,189,3.0,845556241,58372
6,191,2.0,845554931,10533
6,195,4.0,845554455,18402
6,196,3.0,845553586,9348
6,201,3.0,845556290,47939
6,204,3.0,845553619,3512
6,205,3.0,845555477,52856
6,207,4.0,845554024,9560
6,208,3.0,845553253,9804
6,209,3.0,845556106,31611
6,210,4.0,845556310,65796
6,212,4.0,845556181,26258
6,216,4.0,845554099,11017
6,217,3.0,845555382,37141
6,218,2.0,845553994,9382
6,219,3.0,845556131,6715
6,222,4.0,845554024,22625
6,224,3.0,845553794,1909
6,225,4.0,845553381,8984
6,230,5.0,845553966,11929
6,231,3.0,845553174,8467
6,234,2.0,845554176,18395
6,236,4.0,845553559,397
6,237,4.0,845553875,10525
6,239,3.0,845554987,15789
6,240,3.0,845555571,27303
6,243,3.0,845555588,47867
6,248,5.0,845554263,17207
6,250,4.0,845555588,14819
6,251,3.0,845556257,32631
6,252,4.0,845553619,11777
6,253,3.0,845553283,628
6,254,3.0,845555655,87729
6,256,3.0,845553726,6280
6,257,5.0,845554176,9061
6,258,3.0,845555172,37108
6,261,4.0,845553695,9587
6,262,5.0,845554551,19101
6,265,3.0,845553726,18183
6,266,3.0,845553457,4476
6,267,3.0,845554376,11008
6,270,3.0,845555172,43742
6,271,4.0,845555249,28313
6,273,3.0,845553875,3036
6,274,4.0,845555151,40490
6,276,4.0,845553907,8986
6,277,5.0,845553844,10510
6,279,3.0,845555436,38722
6,281,4.0,845554320,11593
6,282,3.0,845553522,1945
6,288,2.0,845553283,241
6,289,3.0,845554455,9058
6,291,3.0,845555571,18220
6,292,4.0,845553253,6950
6,293,3.0,845553660,101
6,296,2.0,845553110,680
6,302,3.0,845555436,10452
6,303,3.0,845554099,12106
6,304,4.0,845555546,161495
6,310,3.0,845556119,36357
6,312,1.0,845555151,28033
6,313,3.0,845555546,22586
6,314,5.0,845554603,14334
6,315,4.0,845553522,2636
6,316,5.0,845553174,2164
6,317,4.0,845553457,11395
6,318,5.0,845553200,278
6,327,1.0,845554062,9067
6,329,4.0,845553200,193
6,330,3.0,845555071,25066
6,332,3.0,845555046,12122
6,333,5.0,845553757,11381
6,336,3.0,845556223,95963
6,337,5.0,845553586,1587
6,339,4.0,845553253,2064
6,340,4.0,845555265,19855
6,342,3.0,845553938,236
6,343,3.0,845555172,48287
6,344,3.0,845553146,3049
6,347,3.0,845555300,10497
6,348,3.0,845553938,11382
6,349,5.0,845553146,9331
6,350,5.0,845553489,10731
6,351,4.0,845554455,10464
6,352,3.0,845555382,34152
6,353,4.0,845553726,9495
6,354,4.0,845555402,29973
6,355,4.0,845553819,888
6,356,5.0,845553200,13
6,357,3.0,845553457,712
6,358,3.0,845555265,16295
6,359,3.0,845556412,48992
6,360,3.0,845555094,10879
6,361,4.0,845554376,10660
6,362,3.0,845553994,10714
6,364,5.0,845553317,8587
6,366,3.0,845554962,11596
6,367,4.0,845553317,854
6,368,5.0,845553726,9359
6,370,4.0,845553794,36593
6,371,3.0,845554141,12280
6,374,3.0,845554296,11011
6,377,5.0,845553317,1637
6,378,3.0,845554987,15128
6,380,4.0,845553110,36955
6,381,3.0,845553994,10449
6,382,3.0,845554397,10395
6,383,3.0,845554320,12160
6,405,3.0,845554603,8011
6,410,3.0,845553354,2758
6,412,3.0,845554505,10436
6,415,4.0,845554420,9409
6,416,3.0,845554962,11853
6,419,3.0,845554224,11041
6,426,3.0,845554551,4722
6,432,5.0,845553489,11310
6,434,4.0,845553200,9350
6,435,3.0,845553489,9612
6,437,3.0,845554505,26261
6,440,4.0,845553457,11566
6,445,3.0,845555124,26141
6,450,4.0,845555024,16297
6,454,4.0,845553283,37233
6,455,3.0,845554062,1634
6,457,5.0,845553174,5503
6,458,3.0,845555546,35588
6,460,3.0,845555281,41579
6,466,2.0,845553844,9255
6,468,4.0,845553907,10612
6,469,4.0,845555477,2259
6,472,3.0,845555632,106143
6,474,4.0,845553522,9386
6,475,4.0,845554099,7984
6,477,4.0,845554141,15765
6,480,5.0,845553200,329
6,485,3.0,845553794,9593
6,489,3.0,845554505,12121
6,490,3.0,845554584,2246
6,491,4.0,845554141,10502
6,493,3.0,845555172,9516
6,494,3.0,845554176,2320
6,497,3.0,845553819,11971
6,500,5.0,845553354,788
6,502,3.0,845554455,11231
6,505,3.0,845555317,31586
6,508,4.0,845553586,9800
6,509,3.0,845553522,713
6,510,3.0,845555546,8291
6,515,4.0,845553794,1245
6,516,4.0,845554908,11858
6,520,3.0,845553844,8005
6,524,3.0,845554479,14534
6,527,3.0,845553426,424
6,531,3.0,845554296,11236
6,532,3.0,845554224,11592
6,536,3.0,845556181,43535
6,537,3.0,845554551,12519
6,539,3.0,845553426,858
6,540,3.0,845554099,867
6,542,4.0,845554524,13203
6,543,3.0,845554099,10442
6,546,2.0,845554349,9607
6,548,3.0,845554908,9057
6,552,3.0,845553875,10057
6,553,5.0,845553559,11969
6,569,4.0,845555342,31504
6,575,3.0,845555070,10897
6,587,5.0,845553381,251
6,588,5.0,845553146,812
6,589,3.0,845553317,280
6,590,5.0,845553109,581
6,592,3.0,845553109,268
6,593,4.0,845553174,274
6,594,4.0,845553819,408
6,595,5.0,845553174,10020
6,596,3.0,845554141,10895
6,597,4.0,845553354,114
6,606,3.0,845555024,10824
6,608,3.0,845553844,275
6,609,4.0,845555342,25059
6,616,5.0,845554062,10112
6,628,3.0,845555300,1592
6,631,4.0,845555265,19042
6,637,4.0,845555046,9099
6,640,1.0,845555362,10988
6,647,4.0,845555151,10684
6,662,3.0,845556147,10543
6,667,3.0,845555342,25087
6,694,3.0,845555694,20762
6,697,3.0,845556378,12656
6,700,4.0,845556147,25969
6,704,3.0,845555571,9103
6,708,4.0,845554376,8866
6,709,5.0,845555249,12233
6,710,3.0,845556223,23449
6,711,4.0,845555317,36355
6,719,2.0,845555694,9304
6,736,5.0,845553619,664
6,747,3.0,845555046,16299
6,762,1.0,845555006,9879
6,765,3.0,845555632,7095
6,775,3.0,845556462,41225
6,780,5.0,845556915,602
6,783,5.0,845554584,10545
6,795,3.0,845556506,44535
6,799,3.0,845555656,10779
6,801,3.0,845556194,38223
6,802,4.0,845554584,9294
6,818,3.0,845555514,12606
6,830,5.0,845556222,2925
6,835,4.0,845556194,18555
6,837,3.0,845556241,10830
6,838,4.0,845555514,3573
6,839,3.0,845556120,10546
6,842,3.0,845555675,9431
6,848,4.0,845556340,47907
6,852,4.0,845555694,10478
6,867,3.0,845556412,23945
6,880,3.0,845556181,9306
6,881,3.0,845556340,12559
6,888,3.0,845556448,19004
6,891,3.0,845556241,10987
6,979,3.0,845556808,125587
6,981,3.0,845556567,52855
6,986,4.0,845556475,11076
6,991,4.0,845556808,1770
6,996,4.0,845556323,9333
6,999,2.0,845556412,9401
6,1004,4.0,845556506,9625
6,1006,4.0,845556694,6346
6,1042,3.0,845556462,9591
6,1049,5.0,845556694,10586
6,1061,4.0,845556860,819
6,1064,4.0,845556579,11238
6,1073,3.0,845555571,252
6,1082,4.0,845556278,21711
6,1084,3.0,845555454,475
7,1,4.5,1106635946,862
7,50,4.5,1106635993,629
7,58,3.0,1106635520,11010
7,150,4.5,1106635925,568
7,165,4.0,1106635987,1572
7,260,5.0,1106635933,11
7,356,5.0,1106635915,13
7,380,3.0,1106635937,36955
7,466,5.0,1106635532,9255
7,480,5.0,1106635917,329
7,587,2.0,1106635714,251
7,588,3.0,1106635971,812
7,589,2.5,1106635940,280
7,592,3.0,1106635922,268
7,593,5.0,1106635912,274
7,595,3.5,1106712636,10020
7,648,4.0,1106635981,954
7,750,4.0,1106636810,935
7,780,4.5,1106635943,602
7,920,3.0,1106635685,770
7,924,4.0,1106712615,62
7,1101,4.0,1106635502,744
7,1183,1.5,1106712613,409
7,1196,4.0,1106635996,1891
7,1208,4.0,1106635462,28
7,1210,4.0,1106635965,1892
7,1219,5.0,1106635496,539
7,1220,4.5,1106635464,525
7,1240,5.0,1106712575,218
7,1246,1.5,1106635678,207
7,1270,5.0,1106635681,105
7,1517,3.5,1106635489,816
7,1584,5.0,1106635423,686
7,1610,4.0,1106635429,1669
7,1617,3.0,1107127060,2118
7,1682,3.0,1106635653,37165
7,1784,0.5,1106635416,2898
7,1917,4.0,1106635484,95
7,1923,1.5,1106635444,544
7,1954,4.5,1106635657,1366
